,team_id,opponent_team_id,team_winner,game_date,assists,blocks,defensive_rebounds,fast_break_points,field_goal_pct,field_goals_made,field_goals_attempted,flagrant_fouls,fouls,free_throw_pct,free_throws_made,free_throws_attempted,largest_lead,offensive_rebounds,points_in_paint,steals,team_turnovers,technical_fouls,three_point_field_goal_pct,three_point_field_goals_made,three_point_field_goals_attempted,total_rebounds,total_technical_fouls,total_turnovers,turnover_points,turnovers
11159,2724,2305,False,2023-12-30,11.75,4.666666666666667,30.416666666666668,7.666666666666667,44.458333333333336,28.416666666666668,64.08333333333333,0.0,14.75,71.02499999999999,12.666666666666666,17.833333333333332,14.0,13.083333333333334,37.666666666666664,5.416666666666667,0.3333333333333333,0.25,30.433333333333337,6.5,20.5,43.5,0.25,11.333333333333334,10.916666666666666,11.333333333333334
11160,2724,249,False,2024-01-04,11.846153846153847,4.461538461538462,30.46153846153846,7.615384615384615,44.3,28.384615384615383,64.23076923076923,0.0,14.692307692307692,69.4076923076923,12.23076923076923,17.53846153846154,12.923076923076923,12.615384615384615,37.53846153846154,5.538461538461538,0.38461538461538464,0.23076923076923078,29.630769230769236,6.3076923076923075,20.46153846153846,43.07692307692308,0.23076923076923078,11.615384615384615,10.538461538461538,11.615384615384615
11161,2724,218,False,2024-01-07,11.714285714285714,4.571428571428571,29.785714285714285,7.571428571428571,43.778571428571425,27.785714285714285,63.5,0.0,14.857142857142858,68.42142857142856,12.428571428571429,18.214285714285715,12.285714285714286,12.714285714285714,36.285714285714285,5.785714285714286,0.35714285714285715,0.2857142857142857,29.685714285714287,6.357142857142857,20.642857142857142,42.5,0.2857142857142857,11.785714285714286,10.285714285714286,11.785714285714286
11162,2724,235,False,2024-01-14,11.8,4.733333333333333,29.933333333333334,7.666666666666667,43.42666666666666,27.6,63.6,0.0,14.866666666666667,68.1,12.066666666666666,17.733333333333334,12.066666666666666,12.8,36.266666666666666,6.2,0.3333333333333333,0.26666666666666666,29.486666666666668,6.2,20.266666666666666,42.733333333333334,0.26666666666666666,12.2,10.8,12.2
11163,2724,2226,False,2024-01-18,11.875,4.875,28.9375,7.5625,44.15,27.9375,63.375,0.0,14.4375,67.4875,11.75,17.375,11.625,12.625,36.125,6.125,0.3125,0.25,30.893749999999997,6.625,20.5625,41.5625,0.25,12.5625,10.8125,12.5625
11164,2724,58,False,2024-01-21,11.705882352941176,4.647058823529412,28.705882352941178,7.705882352941177,44.870588235294115,28.11764705882353,62.88235294117647,0.0,14.647058823529411,66.45882352941176,11.470588235294118,17.176470588235293,11.705882352941176,12.294117647058824,36.23529411764706,6.117647058823529,0.29411764705882354,0.23529411764705882,31.688235294117643,6.705882352941177,20.41176470588235,41.0,0.23529411764705882,12.647058823529411,10.705882352941176,12.647058823529411
11165,2724,151,False,2024-01-24,11.444444444444445,4.611111111111111,28.72222222222222,7.555555555555555,45.105555555555554,28.11111111111111,62.55555555555556,0.0,15.055555555555555,66.73333333333333,11.38888888888889,17.0,11.5,12.166666666666666,36.44444444444444,6.0,0.3333333333333333,0.2222222222222222,30.511111111111106,6.444444444444445,20.333333333333332,40.888888888888886,0.2222222222222222,12.722222222222221,10.555555555555555,12.722222222222221
11166,2724,2567,True,2024-01-28,11.263157894736842,4.7894736842105265,28.894736842105264,7.578947368421052,44.88421052631579,27.57894736842105,61.578947368421055,0.0,14.947368421052632,67.5,11.473684210526315,16.94736842105263,11.157894736842104,11.894736842105264,35.89473684210526,5.842105263157895,0.3684210526315789,0.21052631578947367,29.78421052631579,6.2631578947368425,20.210526315789473,40.78947368421053,0.21052631578947367,13.052631578947368,10.526315789473685,13.052631578947368
11167,2724,202,False,2024-01-31,11.55,4.6,28.55,7.8,44.975,27.6,61.5,0.0,14.85,67.69500000000001,11.65,17.15,10.85,12.0,36.1,5.9,0.35,0.2,30.169999999999998,6.25,20.0,40.55,0.2,12.95,10.85,12.95
11168,2724,235,False,2024-02-03,11.523809523809524,4.476190476190476,28.333333333333332,7.714285714285714,45.03333333333334,27.714285714285715,61.666666666666664,0.0,15.095238095238095,67.64761904761906,11.19047619047619,16.476190476190474,11.047619047619047,11.904761904761905,36.666666666666664,5.904761904761905,0.3333333333333333,0.23809523809523808,30.095238095238095,6.238095238095238,20.047619047619047,40.23809523809524,0.23809523809523808,12.857142857142858,10.619047619047619,12.857142857142858
11169,2724,2636,True,2024-02-07,11.454545454545455,4.590909090909091,28.09090909090909,7.7272727272727275,44.60454545454546,27.40909090909091,61.54545454545455,0.0,14.909090909090908,67.75454545454546,11.318181818181818,16.636363636363637,11.181818181818182,11.818181818181818,36.18181818181818,6.045454545454546,0.3181818181818182,0.22727272727272727,30.495454545454546,6.2727272727272725,19.954545454545453,39.90909090909091,0.22727272727272727,12.5,10.590909090909092,12.5
11170,2724,2226,False,2024-02-11,11.73913043478261,4.6521739130434785,28.347826086956523,8.043478260869565,44.56521739130435,27.565217391304348,61.95652173913044,0.0,15.043478260869565,69.15652173913044,11.478260869565217,16.565217391304348,11.826086956521738,11.869565217391305,36.52173913043478,6.130434782608695,0.30434782608695654,0.21739130434782608,30.7695652173913,6.304347826086956,19.91304347826087,40.21739130434783,0.21739130434782608,12.304347826086957,10.565217391304348,12.304347826086957
11171,2724,151,False,2024-02-15,11.625,4.458333333333333,28.291666666666668,8.041666666666666,44.824999999999996,27.75,62.0,0.0,15.125,69.39999999999999,11.5,16.541666666666668,11.583333333333334,11.75,36.75,6.083333333333333,0.3333333333333333,0.20833333333333334,31.05,6.291666666666667,19.75,40.041666666666664,0.20833333333333334,12.5,10.5,12.5
11172,2724,2429,False,2024-02-18,11.56,4.32,28.08,7.88,44.54,27.44,61.64,0.0,15.04,70.008,11.48,16.4,11.36,11.56,36.24,6.16,0.36,0.2,30.568,6.2,19.8,39.64,0.2,12.56,10.32,12.56
11173,2724,202,True,2024-02-21,11.384615384615385,4.230769230769231,27.923076923076923,7.8076923076923075,44.48461538461538,27.346153846153847,61.5,0.0,15.0,68.99999999999999,11.307692307692308,16.384615384615383,11.038461538461538,11.538461538461538,36.23076923076923,6.038461538461538,0.38461538461538464,0.19230769230769232,30.492307692307694,6.115384615384615,19.576923076923077,39.46153846153846,0.19230769230769232,12.461538461538462,10.038461538461538,12.461538461538462
11174,2724,218,False,2024-02-25,11.37037037037037,4.111111111111111,27.88888888888889,8.037037037037036,44.62592592592592,27.40740740740741,61.44444444444444,0.0,15.185185185185185,69.61851851851851,11.555555555555555,16.555555555555557,11.555555555555555,11.444444444444445,36.74074074074074,6.37037037037037,0.37037037037037035,0.18518518518518517,30.218518518518522,6.0,19.333333333333332,39.333333333333336,0.18518518518518517,12.592592592592593,10.74074074074074,12.592592592592593
11175,2724,5,True,2024-02-28,11.428571428571429,4.071428571428571,28.0,7.75,44.40714285714285,27.321428571428573,61.57142857142857,0.0,15.357142857142858,69.17142857142856,11.571428571428571,16.714285714285715,11.571428571428571,11.5,36.857142857142854,6.321428571428571,0.39285714285714285,0.21428571428571427,30.239285714285717,5.928571428571429,19.107142857142858,39.5,0.21428571428571427,12.5,10.678571428571429,12.5
11176,2724,242,True,2024-03-02,11.448275862068966,3.9655172413793105,28.03448275862069,7.862068965517241,44.599999999999994,27.310344827586206,61.310344827586206,0.0,15.482758620689655,69.37241379310343,11.586206896551724,16.689655172413794,11.827586206896552,11.413793103448276,36.758620689655174,6.413793103448276,0.3793103448275862,0.20689655172413793,31.03448275862069,6.0,18.96551724137931,39.44827586206897,0.20689655172413793,12.689655172413794,10.96551724137931,12.689655172413794
11177,2724,2655,False,2024-03-08,11.666666666666666,3.966666666666667,28.066666666666666,7.9,44.86666666666666,27.4,61.166666666666664,0.0,15.366666666666667,70.15666666666667,11.633333333333333,16.6,12.3,11.333333333333334,36.6,6.433333333333334,0.36666666666666664,0.2,32.12,6.266666666666667,19.066666666666666,39.4,0.2,12.666666666666666,10.9,12.666666666666666
11178,2724,242,True,2024-03-13,11.67741935483871,3.967741935483871,27.903225806451612,8.129032258064516,44.71935483870967,27.387096774193548,61.354838709677416,0.0,15.548387096774194,69.82903225806452,11.64516129032258,16.70967741935484,12.193548387096774,11.483870967741936,36.45161290322581,6.387096774193548,0.3548387096774194,0.1935483870967742,32.29354838709678,6.354838709677419,19.225806451612904,39.38709677419355,0.1935483870967742,12.64516129032258,10.903225806451612,12.64516129032258
11179,2724,235,True,2024-03-14,12.0,3.90625,27.59375,8.0625,44.884375,27.625,61.625,0.0,15.46875,69.834375,11.5,16.5,12.21875,11.6875,36.5625,6.375,0.34375,0.1875,32.921875,6.5,19.28125,39.28125,0.1875,12.4375,11.03125,12.4375
11180,2729,111926,True,2023-11-06,17.0,1.0,38.0,13.0,44.3,27.0,61.0,0.0,12.0,71.4,20.0,28.0,55.0,13.0,34.0,11.0,0.0,0.0,30.3,10.0,33.0,51.0,0.0,9.0,19.0,9.0
11181,2729,44,True,2023-11-09,17.0,1.0,38.0,13.0,44.3,27.0,61.0,0.0,12.0,71.4,20.0,28.0,55.0,13.0,34.0,11.0,0.0,0.0,30.3,10.0,33.0,51.0,0.0,9.0,19.0,9.0
11182,2729,45,False,2023-11-11,14.0,0.5,33.0,8.5,46.599999999999994,24.5,53.0,0.0,14.0,73.2,22.0,30.0,40.0,9.5,32.0,8.0,1.0,0.0,32.65,8.5,26.5,42.5,0.0,11.5,15.5,11.5
11183,2729,2437,False,2023-11-16,17.0,1.3333333333333333,30.333333333333332,8.666666666666666,44.5,26.666666666666668,61.0,0.0,17.333333333333332,82.13333333333334,17.666666666666668,23.0,29.666666666666668,10.666666666666666,29.333333333333332,7.333333333333333,1.0,0.0,35.4,11.666666666666666,32.333333333333336,41.0,0.0,11.666666666666666,17.0,11.666666666666666
11184,2729,2005,False,2023-11-17,16.25,1.5,28.25,7.75,45.65,27.0,60.0,0.0,18.5,79.875,18.0,23.75,24.0,10.25,31.5,6.25,1.0,0.0,34.55,10.75,30.5,38.5,0.0,11.5,14.0,11.5
11185,2729,2815,False,2023-11-19,14.4,1.2,27.6,7.2,44.82,27.0,61.0,0.0,19.0,76.2,16.0,21.6,20.2,10.6,32.0,5.4,0.8,0.0,34.059999999999995,10.4,30.0,38.2,0.0,11.0,12.6,11.0
11186,2729,2378,True,2023-11-25,13.5,1.1666666666666667,27.833333333333332,6.333333333333333,43.51666666666667,25.833333333333332,59.833333333333336,0.0,19.333333333333332,74.61666666666666,15.666666666666666,21.5,16.833333333333332,10.333333333333334,31.0,5.166666666666667,1.0,0.16666666666666666,32.38333333333333,9.666666666666666,29.166666666666668,38.166666666666664,0.16666666666666666,11.5,12.333333333333334,11.5
11187,2729,2450,False,2023-11-28,14.142857142857142,1.1428571428571428,27.714285714285715,7.428571428571429,45.24285714285715,27.142857142857142,60.285714285714285,0.0,18.0,75.0,15.857142857142858,21.571428571428573,16.714285714285715,10.0,33.42857142857143,5.142857142857143,1.0,0.14285714285714285,32.9,9.571428571428571,28.571428571428573,37.714285714285715,0.14285714285714285,10.857142857142858,13.0,10.857142857142858
11188,2729,257,False,2023-12-02,13.25,1.25,26.25,7.625,44.65,25.875,58.0,0.0,18.5,75.0,16.5,22.375,14.625,9.375,31.75,5.125,0.875,0.125,32.15,9.25,28.25,35.625,0.125,11.625,13.0,11.625
11189,2729,295,True,2023-12-06,13.0,1.4444444444444444,26.0,6.777777777777778,43.98888888888889,25.666666666666668,58.44444444444444,0.0,17.88888888888889,74.3111111111111,15.88888888888889,21.666666666666668,13.666666666666666,9.666666666666666,31.333333333333332,4.666666666666667,0.8888888888888888,0.1111111111111111,32.41111111111111,9.333333333333334,28.333333333333332,35.666666666666664,0.1111111111111111,11.222222222222221,11.666666666666666,11.222222222222221
11190,2729,3229,True,2023-12-10,13.3,1.3,25.6,6.5,44.91,25.6,57.3,0.0,17.5,73.91999999999999,16.2,22.2,13.2,9.3,30.2,4.7,0.9,0.3,34.01,9.9,28.6,34.9,0.3,11.2,12.0,11.2
11191,2729,2492,False,2023-12-21,14.272727272727273,1.2727272727272727,27.363636363636363,6.181818181818182,45.58181818181818,26.363636363636363,58.0,0.0,16.818181818181817,74.31818181818181,16.363636363636363,22.272727272727273,16.727272727272727,9.818181818181818,31.272727272727273,4.636363636363637,0.9090909090909091,0.2727272727272727,34.60909090909091,10.181818181818182,28.90909090909091,37.18181818181818,0.2727272727272727,11.454545454545455,12.0,11.454545454545455
11192,2729,2426,False,2023-12-30,13.75,1.3333333333333333,26.916666666666668,6.916666666666667,45.11666666666667,25.666666666666668,56.916666666666664,0.0,17.0,74.56666666666665,16.416666666666668,22.25,15.416666666666666,9.0,30.5,4.5,0.9166666666666666,0.25,34.5,9.833333333333334,28.0,35.916666666666664,0.25,11.25,11.583333333333334,11.25
11193,2729,2210,True,2024-01-04,13.538461538461538,1.3076923076923077,26.53846153846154,6.538461538461538,44.7,25.46153846153846,57.0,0.0,17.46153846153846,75.08461538461538,16.153846153846153,21.76923076923077,14.461538461538462,9.307692307692308,30.76923076923077,4.384615384615385,1.0769230769230769,0.23076923076923078,33.76923076923077,9.538461538461538,27.692307692307693,35.84615384615385,0.23076923076923078,11.692307692307692,11.307692307692308,11.692307692307692
11194,2729,2182,False,2024-01-06,13.642857142857142,1.3571428571428572,26.714285714285715,6.714285714285714,45.285714285714285,25.571428571428573,56.57142857142857,0.0,17.142857142857142,75.24285714285713,16.214285714285715,21.785714285714285,14.5,9.214285714285714,31.571428571428573,4.285714285714286,1.0714285714285714,0.21428571428571427,33.4,9.285714285714286,27.214285714285715,35.92857142857143,0.21428571428571427,11.642857142857142,11.142857142857142,11.642857142857142
